frameIndex,thumb_angle,thumb_angle_interval,thumb_v,index_angle,index_angle_interval,index_v,middle_angle,middle_interval,middle_v,ring_angle,ring_interval,ring_v,pinky_angle,pinky_interval,pinky_v,palm_angle,palm_interval,palm_v,date_now
frameIndex,thumb_angle,thumb_angle_interval,thumb_v,index_angle,index_angle_interval,index_v,middle_angle,middle_interval,middle_v,ring_angle,ring_interval,ring_v,pinky_angle,pinky_interval,pinky_v,palm_angle,palm_interval,palm_v
frameIndex,thumb_angle,thumb_angle_interval,thumb_v,index_angle,index_angle_interval,index_v,middle_angle,middle_interval,middle_v,ring_angle,ring_interval,ring_v,pinky_angle,pinky_interval,pinky_v,palm_angle,palm_interval,palm_v,date_now
148,176,6,88.46845517517,176,6,101.888087644368,176,6,101.058201218079,175,6,89.6276953694696,176,6,85.3074283016846,176,6,84.0836903236686,2021/12/2 12:25:14
149,169,6,60.9271441183015,169,6,84.7875315561652,169,6,91.4480689875899,176,6,91.1708314456704,176,6,88.1385063689284,178,6,70.3177942574141,2021/12/2 12:25:14
150,173,6,61.6277684776728,173,6,72.32738844792,173,6,72.672952706099,176,6,68.9941752106628,176,6,67.0405195960029,178,6,60.9838992149406,2021/12/2 12:25:14
151,175,6,66.236351650582,175,6,65.3305743762742,175,6,65.651950550681,174,6,64.5143274719236,172,6,64.8671308403257,175,6,60.107473570236,2021/12/2 12:25:14
152,176,6,64.4162516738135,176,6,46.8313877057161,176,6,43.7963879437974,174,6,45.2042338535156,175,6,50.1826175721652,175,6,55.5788756641871,2021/12/2 12:25:14
153,177,6,57.6921832866059,177,6,63.1114233514723,177,6,74.9934811286894,171,6,82.5810782897739,170,6,79.93317083743,171,6,57.2573877885443,2021/12/2 12:25:14
154,172,6,58.8706548459328,172,6,59.5884744856643,172,6,64.642333499328,171,6,66.7395018054508,172,6,64.5064745073358,172,6,52.8394056774935,2021/12/2 12:25:15
155,174,6,72.0288563092169,174,6,74.8127806687798,174,6,84.7357398466294,178,6,90.7417067663993,177,6,86.804306753111,177,6,54.5162814402727,2021/12/2 12:25:15
156,175,6,81.9561670871951,175,6,71.873341621955,175,6,77.828294944734,175,6,85.8584226669815,177,6,84.4994181549968,178,6,61.5502284085434,2021/12/2 12:25:15
157,176,6,84.058553870748,176,6,86.8243320488629,176,6,89.3986134160941,177,6,90.7239128739031,177,6,79.2560500213147,179,6,60.7895970857332,2021/12/2 12:25:15
158,163,6,97.5320413992455,163,6,85.0602369716309,163,6,84.7129318077237,175,6,82.6526027882049,178,6,76.3099404869318,172,6,66.3845381226466,2021/12/2 12:25:15
159,171,6,65.1193801092652,171,6,69.0728454756276,171,6,81.0301176856718,178,6,83.3293997803018,176,6,89.0369296302945,172,6,59.3825402118591,2021/12/2 12:25:15
160,175,6,67.9972219442052,175,6,59.6503104036112,175,6,75.0777876451265,176,6,79.8084946869531,176,6,83.7702333853725,174,6,62.0094262424526,2021/12/2 12:25:15
161,160,6,47.2667636038536,160,6,51.701770835911,160,6,73.2861448219569,161,6,82.5169728022203,166,6,84.1015783631795,167,6,49.9586986588394,2021/12/2 12:25:15
162,163,6,51.4984192985263,163,6,39.9210732296978,163,6,51.5957509805011,164,6,57.4746743907053,168,6,58.7498304412856,174,6,43.7337065824988,2021/12/2 12:25:15
163,174,6,29.689555636152,174,6,17.0469710486126,174,6,33.5842780136185,174,6,43.4637772937957,175,6,49.5941261622365,174,6,35.1659033267493,2021/12/2 12:25:15
164,167,6,27.6926600409043,167,6,27.7112649459243,167,6,47.9409240948604,159,6,55.6541110802319,152,6,55.5062173149925,172,6,31.9850650001781,2021/12/2 12:25:15
165,173,6,34.1044869655882,173,6,21.5517218979854,173,6,27.6489520729204,175,6,28.1324677284333,170,6,25.7252566008536,176,6,33.2586530518458,2021/12/2 12:25:15
166,167,6,14.1522157293838,167,6,11.3390462132889,167,6,17.3360361017345,156,6,17.91755440071,148,5,16.3996265553667,166,6,19.2197368129523,2021/12/2 12:25:15
167,155,6,9.38002597810154,155,6,7.18839265880208,155,6,15.6218681216169,162,6,17.3047232619184,161,6,14.6182574885098,165,6,13.1087920170935,2021/12/2 12:25:15
168,145,5,7.6918604149788,145,5,3.98643656924264,145,5,10.6225226679982,44,2,11.1983061813357,55,2,8.94612775793572,160,6,8.37590997778993,2021/12/2 12:25:15
169,120,5,11.4893047692234,120,5,9.06566580430312,120,5,8.96747884414782,158,6,9.09334019212464,155,6,8.59082434601552,165,6,10.9043982807618,2021/12/2 12:25:15
170,132,5,6.60628798610689,132,5,11.0123083975567,132,5,10.9340527023037,145,5,10.5663269201807,144,5,9.5877137262461,166,6,8.29815896527292,2021/12/2 12:25:15
171,119,4,8.20454390700581,119,4,8.52133672481111,119,4,8.53947492030836,125,5,9.07711602846732,132,5,7.24511209826821,67,3,2.84164223793361,2021/12/2 12:25:15
172,14,1,5.52388662950473,14,1,5.57240898160964,14,1,5.25913900669125,123,5,5.90021580592587,126,5,5.97244726806091,67,3,4.64947476858852,2021/12/2 12:25:15
173,103,4,12.9157144038316,103,4,24.915816251637,103,4,32.0191367523298,179,6,33.659221771913,177,6,29.3708106391063,160,6,11.2697234126069,2021/12/2 12:25:15
174,156,6,13.9019128320418,156,6,33.5662229563498,156,6,43.0151133484747,179,6,47.3881526845857,177,6,40.0651337367108,146,5,9.99556409721051,2021/12/2 12:25:15
175,164,6,12.6839953639323,164,6,24.2769207529252,164,6,31.4573066445638,173,6,36.6188937242147,172,6,30.8832647733568,132,5,5.38071179779231,2021/12/2 12:25:15
176,166,6,16.7676231351895,166,6,27.6057733606539,166,6,36.1762809165903,171,6,40.4904480041408,170,6,33.4771130625986,146,5,7.38059150399747,2021/12/2 12:25:15
177,171,6,11.690841421882,171,6,27.4050681539861,171,6,38.274914599924,177,6,44.1180913508067,176,6,35.727256253052,163,6,8.31289822817397,2021/12/2 12:25:15
178,165,6,13.3008673017654,165,6,24.2020982242028,165,6,32.6699217480194,176,6,38.296237098162,174,6,31.1142432542214,125,5,5.01686728902935,2021/12/2 12:25:15
179,172,6,13.6951413657862,172,6,17.1717715103128,172,6,25.603980915942,173,6,31.5223683677139,173,6,25.7636761955707,129,5,4.54188046592316,2021/12/2 12:25:15
180,162,6,19.7146338071019,162,6,20.8156917337388,162,6,29.6172595865708,168,6,33.1831618307232,167,6,24.5449332874002,160,6,5.10104942949728,2021/12/2 12:25:15
181,154,6,13.2689597084611,154,6,11.4637931548651,154,6,20.4380099997309,169,6,23.4540220852428,173,6,17.9303572873289,140,5,5.75560543745958,2021/12/2 12:25:15
182,172,6,13.8697168970222,172,6,8.23425694925255,172,6,11.2803183885614,165,6,13.6010974297115,166,6,9.75019798654083,155,6,4.28908568913559,2021/12/2 12:25:15
183,153,6,14.7715868579657,153,6,6.008584150282,153,6,14.8031317240407,166,6,19.7231023764691,167,6,16.2256104541505,162,6,5.57249573692955,2021/12/2 12:25:15
184,144,5,12.6688614569062,144,5,9.62784613909026,144,5,20.6532870493139,161,6,25.3007710932813,165,6,20.5733773685098,143,5,4.55626629435127,2021/12/2 12:25:15
185,160,6,14.5798384216871,160,6,7.26008393885263,160,6,11.3328594821275,161,6,16.4405565776511,158,6,13.7439662054786,165,6,6.15812061540272,2021/12/2 12:25:15
186,155,6,10.6842620627267,155,6,3.28975897980965,155,6,14.2357478678983,165,6,16.5758435366658,158,6,11.224011300473,113,4,3.94415428769565,2021/12/2 12:25:15
187,152,6,4.26893852625872,152,6,4.01749622020171,152,6,10.3612504491592,164,6,14.4330864676867,165,6,12.416509567685,103,4,2.1903876576659,2021/12/2 12:25:15
188,156,6,3.6913653658421,156,6,4.52255021194655,156,6,13.8852092835147,154,6,15.8384095315348,156,6,12.0418922644154,115,4,1.50426643431177,2021/12/2 12:25:15
189,155,6,7.08213154482888,155,6,5.57383084285576,155,6,7.06133867212052,150,6,7.53754533587964,147,5,4.83784770189486,75,3,3.96787706990379,2021/12/2 12:25:15
190,145,5,8.15827678817021,145,5,2.9454184668437,145,5,4.72283586460489,177,6,9.99540852199737,169,6,10.9183637762915,104,4,3.24971820793179,2021/12/2 12:25:15
191,164,6,10.1507532937126,164,6,11.6714804439229,164,6,18.4403838199181,176,6,21.8121397549214,174,6,19.3275612477704,165,6,3.86407160570199,2021/12/2 12:25:15
192,170,6,19.223796402251,170,6,14.1652502583382,170,6,20.6061070792957,171,6,24.6987483938268,171,6,22.6120673317671,173,6,8.44229317128111,2021/12/2 12:25:15
193,172,6,28.3641872080746,172,6,30.5166561823543,172,6,31.2444723522818,172,6,31.1722252911301,169,6,28.3033594922932,169,6,18.2306349103732,2021/12/2 12:25:15
194,162,6,38.2067328700744,162,6,42.7770294879539,162,6,42.1269601916007,172,6,41.3120770021898,171,6,40.0098046541879,163,6,27.4029629578545,2021/12/2 12:25:15
195,172,6,47.2193507704273,172,6,42.1681909973019,172,6,49.1995575966866,166,6,53.0950949405626,166,6,51.0946116742264,174,6,35.0617794255559,2021/12/2 12:25:15
196,176,6,85.7512570898783,176,6,60.3702118993923,176,6,65.7376904348643,169,6,65.4839295440569,168,6,60.6128652507814,172,6,56.9592318671905,2021/12/2 12:25:15
197,172,6,131.356602376661,172,6,89.8290600169382,172,6,107.027449627077,174,6,117.816729405558,174,6,116.199527543452,174,6,86.9083432141788,2021/12/2 12:25:15
198,170,6,199.031714365114,170,6,149.058745692304,170,6,162.355067641829,175,6,171.814845846224,176,6,168.436560250932,176,6,135.542653946148,2021/12/2 12:25:15
199,169,6,246.613932234802,169,6,219.257498388589,169,6,230.150515084093,173,6,225.121472706011,175,6,213.155829868891,176,6,198.973691245297,2021/12/2 12:25:15
200,177,6,267.07773765245,177,6,288.626247583721,177,6,315.801061392582,178,6,319.473049914912,178,6,304.155860654125,178,6,253.768600319446,2021/12/2 12:25:15
201,179,6,347.822975853977,179,6,382.030174603506,179,6,412.96688242265,176,6,411.443518963928,177,6,380.609297622559,178,6,306.830881902858,2021/12/2 12:25:15
202,170,6,417.37983448809,170,6,376.724283165908,170,6,377.347160798186,173,6,363.001305911581,174,6,337.175962494039,177,6,345.171504636318,2021/12/2 12:25:15
203,175,6,354.543585082308,175,6,454.468349402856,175,6,493.997018131547,176,6,495.633288092016,177,6,455.954230652671,179,6,344.192053680267,2021/12/2 12:25:15
204,174,6,331.666570248804,174,6,390.84708284295,174,6,416.070709951891,176,6,416.07826254455,178,6,397.762295091977,178,6,350.714132121222,2021/12/2 12:25:15
205,176,6,327.745034014307,176,6,493.094148103574,176,6,532.904362884412,176,6,525.85045702656,177,6,468.339609130289,177,6,359.360296480579,2021/12/2 12:25:15
206,175,6,315.315402275179,175,6,378.408002452852,175,6,418.377473001171,177,6,413.744011629281,177,6,384.560238781709,177,6,368.254557027198,2021/12/2 12:25:15
207,175,6,323.331411879003,175,6,484.161050087519,175,6,525.318569888142,176,6,511.62745657467,176,6,461.67072225997,178,6,385.647847720276,2021/12/2 12:25:15
208,170,6,316.260595527748,170,6,358.926293362838,170,6,405.633814918122,169,6,408.496144879407,170,6,396.736048882508,171,6,391.622956075041,2021/12/2 12:25:15
209,164,6,334.503808606807,164,6,515.556464025982,164,6,539.178185212534,167,6,516.764510431435,168,6,467.486864089529,169,6,357.261827319245,2021/12/2 12:25:15
210,173,6,262.073193790955,173,6,296.142687185856,173,6,328.242208029484,178,6,343.77530350087,178,6,360.67222173349,178,6,369.961687289109,2021/12/2 12:25:15
211,172,6,329.082514375164,172,6,442.538723506301,172,6,473.834794492937,176,6,461.246546445301,174,6,432.411475450815,177,6,393.171099124879,2021/12/2 12:25:15
212,176,6,328.311618482781,176,6,404.451225033194,176,6,414.656917039553,177,6,406.338991127464,175,6,387.099081291639,177,6,362.112544370179,2021/12/2 12:25:16
213,167,6,265.529229614619,167,6,314.983527573274,167,6,353.122728002145,176,6,351.715314161061,176,6,337.88951287677,176,6,303.577577979045,2021/12/2 12:25:16
214,174,6,410.563264117998,174,6,477.043350822062,174,6,449.353259383075,175,6,412.124443412322,174,6,370.278684729004,176,6,351.581833003894,2021/12/2 12:25:16
215,172,6,350.347749953173,172,6,374.815056828194,172,6,353.714793984035,177,6,335.16522622784,178,6,315.526433084994,178,6,336.22227603912,2021/12/2 12:25:16
216,168,6,254.376827168637,168,6,311.545249102001,168,6,333.58510673168,177,6,321.929258927189,178,6,300.024085899357,179,6,287.941694222646,2021/12/2 12:25:16
217,175,6,329.336956159328,175,6,391.515448754049,175,6,358.420069924641,175,6,329.851245923059,174,6,298.744589940012,178,6,290.938591164206,2021/12/2 12:25:16
218,172,6,291.183839437095,172,6,328.156068017193,172,6,315.421714039804,178,6,297.796028419376,175,6,271.335161609107,177,6,276.946553107244,2021/12/2 12:25:16
219,167,6,210.333480364167,167,6,220.383455970362,167,6,242.293203498446,176,6,243.923499698308,177,6,231.462219270594,178,6,229.494767502639,2021/12/2 12:25:16
220,172,6,301.551959128229,172,6,338.897689673198,172,6,325.397644884113,173,6,296.399950665726,174,6,243.606540821291,175,6,233.602101077408,2021/12/2 12:25:16
221,169,6,220.584681805235,169,6,245.447197407854,169,6,258.086466419831,177,6,251.870447197313,175,6,223.845278962398,177,6,208.619960154272,2021/12/2 12:25:16
222,171,6,156.710814829614,171,6,178.707607389406,171,6,208.352780320689,174,6,217.655595240018,172,6,206.452841572666,173,6,190.222028102369,2021/12/2 12:25:16
223,174,6,185.236338590042,174,6,223.490932032389,174,6,225.762938250285,175,6,221.435951569201,174,6,192.980084358231,174,6,176.129409286427,2021/12/2 12:25:16
224,156,6,173.610828733174,156,6,197.252722076472,156,6,201.92544766034,170,6,201.245290639042,173,6,179.121160264809,177,6,164.093145735982,2021/12/2 12:25:16
225,164,6,129.347033188623,164,6,130.672806956877,164,6,130.428568006209,171,6,152.017147752528,172,6,174.960716747395,174,6,191.409064882409,2021/12/2 12:25:16
226,176,6,139.371298128521,176,6,166.524914041479,176,6,173.812184802104,177,6,180.787231001693,176,6,169.619975900606,179,6,162.926513007867,2021/12/2 12:25:16
227,178,6,140.956474341343,178,6,134.229406537055,178,6,151.649700187573,175,6,173.447282270729,174,6,170.721650383104,177,6,164.296814176712,2021/12/2 12:25:16
228,170,6,132.648562957448,170,6,132.572613947203,170,6,135.20245643679,161,6,138.938862071565,164,6,125.884255358977,176,6,149.80646965864,2021/12/2 12:25:16
229,164,6,134.018776311507,164,6,120.584135799554,164,6,109.585564323611,158,6,106.937266677435,164,6,111.609474327613,174,6,155.053341104242,2021/12/2 12:25:16
230,170,6,142.015538761385,170,6,156.537784488157,170,6,137.727837492841,176,6,119.650878829588,177,6,99.0454079729753,176,6,136.363574374086,2021/12/2 12:25:16
231,168,6,103.666344112437,168,6,132.979334681882,168,6,135.116641564496,177,6,128.721206594406,174,6,113.944545767517,173,6,110.960813785038,2021/12/2 12:25:16
232,176,6,122.81591499923,176,6,133.717473694027,176,6,130.305138253824,178,6,123.294101987219,176,6,105.477032639946,179,6,107.486788599696,2021/12/2 12:25:16
233,169,6,125.000849561217,169,6,122.998538394793,169,6,132.382548122455,176,6,137.732719288107,178,6,134.16310202603,176,6,120.582502169523,2021/12/2 12:25:16
234,176,6,145.170460613648,176,6,135.489716504434,176,6,137.945234169857,171,6,132.588916264749,170,6,114.643223701083,175,6,109.820830156601,2021/12/2 12:25:16
235,175,6,144.284580148509,175,6,136.459390350796,175,6,141.786100006504,172,6,136.540276885585,171,6,122.850733481677,174,6,110.917703679401,2021/12/2 12:25:16
236,166,6,141.970090017576,166,6,111.596886345261,166,6,121.715104143029,177,6,124.261888989804,176,6,115.945735428289,175,6,110.873668075802,2021/12/2 12:25:16
237,162,6,120.329416498884,162,6,98.1101322831106,162,6,102.504973860436,171,6,109.587446696068,173,6,117.555954730719,171,6,103.438968598504,2021/12/2 12:25:16
238,173,6,141.815268253922,173,6,134.836442455261,173,6,154.637513761839,173,6,144.748133646569,173,6,127.767966898525,174,6,88.6594453850148,2021/12/2 12:25:16
239,172,6,144.165761489463,172,6,128.380805808346,172,6,134.950456077283,174,6,122.288041357518,175,6,105.795521067852,177,6,100.305830471136,2021/12/2 12:25:16
240,156,6,124.561293129091,156,6,106.912280907301,156,6,104.47092290227,170,6,104.498439146985,173,6,105.555239017705,173,6,101.111585897494,2021/12/2 12:25:16
241,156,6,95.1688590645065,156,6,99.1604619393051,156,6,95.194960867407,168,6,94.5149653887601,172,6,102.042108547744,168,6,107.250476876969,2021/12/2 12:25:16
242,166,6,115.266434110886,166,6,102.679091668773,166,6,103.241404144217,172,6,91.3827224502502,174,6,76.7980938463937,171,6,99.7108954368567,2021/12/2 12:25:16
243,171,6,80.2496340970421,171,6,88.776927210005,171,6,92.1640540928873,165,6,89.0023877271025,163,6,83.1896888162588,176,6,84.0703350874019,2021/12/2 12:25:16
244,155,6,93.8714877275804,155,6,73.5361788869835,155,6,70.579087471928,169,6,67.5385266657739,167,6,60.1277817643612,176,6,82.6121117884821,2021/12/2 12:25:16
245,164,6,57.0446194533396,164,6,66.8242220541363,164,6,70.9145469226271,172,6,70.0094218538995,170,6,62.6566433012473,177,6,69.1364164697638,2021/12/2 12:25:16
246,172,6,71.8653572352273,172,6,95.0540412972888,172,6,100.777858774649,144,5,90.6401747630826,151,6,78.3671495496248,177,6,77.7923981662779,2021/12/2 12:25:16
247,172,6,71.8539185939433,172,6,62.1282969737193,172,6,52.7601296576024,148,5,43.3787483254884,155,6,43.2989373076713,177,6,73.3001160185025,2021/12/2 12:25:16
248,148,5,72.8629914657264,148,5,72.6795020826783,148,5,86.4772359433062,122,5,93.2752493881185,131,5,95.9432708279535,156,6,73.1808468969095,2021/12/2 12:25:16
249,142,5,55.6830762585838,142,5,51.4403067474651,142,5,54.1905910358682,126,5,57.8571002636003,132,5,56.6651369506326,165,6,59.5401754002529,2021/12/2 12:25:16
250,137,5,42.4119511230286,137,5,64.5537863431596,137,5,93.17356283314,169,6,99.6086399121192,167,6,93.8515725049233,161,6,44.4889698062942,2021/12/2 12:25:16
251,143,5,56.0506093209694,143,5,112.634508093184,143,5,92.783174969736,153,6,86.4901744704273,155,6,80.4326124749391,171,6,56.1851495597997,2021/12/2 12:25:16
252,152,6,33.0612223337794,152,6,70.2590916238257,152,6,46.9300617258697,168,6,37.0256800631522,174,6,35.7559422636843,172,6,41.6603435866549,2021/12/2 12:25:16
253,126,5,31.350752739415,126,5,71.3739683143578,126,5,60.7813750279804,134,5,50.1757930713267,149,5,44.1041196445885,152,6,36.7531374417645,2021/12/2 12:25:16
254,75,3,39.2638659546846,75,3,35.1148846213549,75,3,39.5029882140368,119,4,43.2436247501177,131,5,40.039532340896,154,6,27.5132273997793,2021/12/2 12:25:16
255,150,6,52.7989980006059,150,6,88.3897980359952,150,6,80.8202595375388,72,3,72.0989412871333,75,3,54.5124452185212,175,6,34.3160340393505,2021/12/2 12:25:16
256,147,5,31.7089867095036,147,5,39.1463845587406,147,5,23.543450190567,74,3,21.9587287610008,73,3,22.5105696705688,158,6,27.9676246403332,2021/12/2 12:25:16
257,170,6,46.5249014186167,170,6,42.8801272180128,170,6,36.7485644893555,163,6,32.6408635219048,159,6,32.664343262532,169,6,26.4360932704517,2021/12/2 12:25:16
258,120,5,31.7195657123141,120,5,39.0546650708643,120,5,33.1183343553905,134,5,26.2796528951014,166,6,21.8758344339351,165,6,21.6670267786192,2021/12/2 12:25:16
259,134,5,19.2230394554347,134,5,24.6426858195993,134,5,22.0967447218294,168,6,19.8544492717912,135,5,29.543420944006,165,6,21.6032558983391,2021/12/2 12:25:16
260,158,6,27.0837119034113,158,6,28.4862799194182,158,6,32.1451060750004,146,5,32.3158594208185,104,4,23.4211745248177,120,5,20.0040016632319,2021/12/2 12:25:16
261,71,3,14.1871138102133,71,3,22.450573325149,71,3,18.7178413794671,95,4,16.6159828515178,154,6,15.8410975254728,176,6,9.47548311058274,2021/12/2 12:25:16
262,163,6,21.1369277937358,163,6,34.0832377971113,163,6,20.9537837439062,106,4,14.3489292333203,75,3,9.23874731871589,148,5,11.9661555589809,2021/12/2 12:25:16
263,36,2,10.4720551913997,36,2,34.821845264712,36,2,25.4322730989181,79,3,20.432676550549,86,3,17.7691469199952,116,4,13.4025406222853,2021/12/2 12:25:17
264,42,2,15.3167640871634,42,2,28.3087117213398,42,2,18.6213789804052,17,1,17.758418718833,19,1,9.20476711617032,107,4,4.26073594671755,2021/12/2 12:25:17
265,157,6,10.2288256988016,157,6,33.0229761543635,157,6,28.5961193346121,163,6,27.1839267085541,160,6,20.8540308088208,137,5,6.32324907531167,2021/12/2 12:25:17
266,161,6,8.77855160093764,161,6,26.4391918300935,161,6,20.2338296174774,132,5,17.4136353561004,84,3,13.0190105231204,173,6,4.96650296455618,2021/12/2 12:25:17
267,145,5,16.1160501339902,145,5,17.0607883078196,145,5,12.2961761157567,134,5,8.84200901947201,158,6,9.74748997201196,175,6,10.7457373441676,2021/12/2 12:25:17
268,174,6,32.8054701536173,174,6,15.4129853949816,174,6,10.0001700954025,163,6,12.1890959148536,140,5,13.5207594906659,114,4,8.90312074168363,2021/12/2 12:25:17
269,31,2,29.6956043169535,31,2,10.5472920041236,31,2,9.42814702621551,86,3,11.1432417055793,77,3,8.95359111061089,85,3,9.54199370730442,2021/12/2 12:25:17
270,62,3,18.5434251360821,62,3,54.1923789914059,62,3,37.2428465707568,38,2,23.0823563792473,28,1,6.92044521601137,158,6,8.13895146067638,2021/12/2 12:25:17
271,133,5,9.54753359663417,133,5,11.9835629251619,133,5,16.251195898911,170,6,20.8081255993175,160,6,21.8692307265901,166,6,7.92348891807887,2021/12/2 12:25:17
272,167,6,18.6334323061008,167,6,19.9395424822415,167,6,17.9506850121601,93,4,19.4287281283457,94,4,17.7299392708785,176,6,13.0824349592585,2021/12/2 12:25:17
273,161,6,23.2183330101064,161,6,18.8536395744311,161,6,22.2790476164131,102,4,24.5673866522544,83,3,19.9502197069597,130,5,13.2362180613812,2021/12/2 12:25:17
274,161,6,38.0914910567735,161,6,16.2066210445348,161,6,17.283697215061,108,4,18.9247102020755,104,4,22.3519938872372,172,6,13.6490431281296,2021/12/2 12:25:17
275,156,6,21.9163859144738,156,6,15.5248457361698,156,6,27.2098263994333,177,6,24.8034215900602,172,6,15.2020585723274,175,6,11.9123032663203,2021/12/2 12:25:17
276,132,5,26.5583222488503,132,5,29.5639063003514,132,5,36.7307821634088,169,6,41.2048566409952,159,6,30.0447227696006,172,6,22.5032393641484,2021/12/2 12:25:17
277,125,5,15.1039854213063,125,5,20.8207668817901,125,5,26.8401694263768,69,3,34.5173392477853,73,3,31.6102182716161,175,6,14.363025571682,2021/12/2 12:25:17
