frameIndex,thumb_angle,thumb_angle_interval,thumb_v,index_angle,index_angle_interval,index_v,middle_angle,middle_interval,middle_v,ring_angle,ring_interval,ring_v,pinky_angle,pinky_interval,pinky_v,palm_angle,palm_interval,palm_v,date_now
frameIndex,thumb_angle,thumb_angle_interval,thumb_v,index_angle,index_angle_interval,index_v,middle_angle,middle_interval,middle_v,ring_angle,ring_interval,ring_v,pinky_angle,pinky_interval,pinky_v,palm_angle,palm_interval,palm_v
frameIndex,thumb_angle,thumb_angle_interval,thumb_v,index_angle,index_angle_interval,index_v,middle_angle,middle_interval,middle_v,ring_angle,ring_interval,ring_v,pinky_angle,pinky_interval,pinky_v,palm_angle,palm_interval,palm_v,date_now
712,47,2,27.8910926223124,47,2,32.4706366578475,47,2,33.1438733922605,144,5,31.8915177991091,135,5,28.2014311818969,127,5,18.7797784177564,2021/12/2 12:25:25
713,134,5,12.3465527813518,134,5,13.5027430041888,134,5,16.4176803253539,171,6,15.9359714849183,138,5,12.5505489442018,173,6,7.64646565092465,2021/12/2 12:25:25
714,122,5,5.23410257577384,122,5,12.6109971787033,122,5,12.3677256392121,164,6,11.0990971271311,149,5,11.2479093991281,173,6,8.34946201576032,2021/12/2 12:25:25
715,160,6,18.129977967693,160,6,22.3761029515766,160,6,19.8412856434181,169,6,20.8950150709397,163,6,17.5136164126945,139,5,14.3428188593391,2021/12/2 12:25:25
716,157,6,22.6120676475135,157,6,14.7979502816696,157,6,9.14592636690162,138,5,9.68216399667162,146,5,6.08742112993309,141,5,7.81501522135842,2021/12/2 12:25:25
717,161,6,26.3164152087742,161,6,16.9434001217542,161,6,13.3464483902343,152,6,13.6896168590752,165,6,11.7879174838672,153,6,7.29065396408896,2021/12/2 12:25:25
718,88,3,24.8224674621843,88,3,13.1552761725857,88,3,12.1980430679502,163,6,15.9100126276552,123,5,14.0831355084204,149,5,6.6127272158596,2021/12/2 12:25:25
719,148,5,30.3466570782599,148,5,31.6675136411548,148,5,22.3187194201598,65,3,13.8529688352641,94,4,9.95801279497911,111,4,12.8183311863171,2021/12/2 12:25:25
720,70,3,7.57042815026016,70,3,6.99680067461434,70,3,7.16926011123397,145,5,13.4770974069235,144,5,14.58756589811,82,3,7.1750931888101,2021/12/2 12:25:25
721,151,6,10.8207531224442,151,6,3.98925281960111,151,6,1.9462418259065,170,6,3.85704861925479,172,6,6.36932997114943,150,6,5.91308315917051,2021/12/2 12:25:25
722,148,5,10.201016472538,148,5,3.28062633416084,148,5,10.5103680958512,141,5,16.9056709829628,140,5,17.1653010042037,118,4,6.16678643876783,2021/12/2 12:25:25
723,118,4,41.8828899655619,118,4,47.6356016079728,118,4,39.2702901267697,127,5,33.5370835824083,116,4,16.7742324824481,157,6,12.6729949409257,2021/12/2 12:25:25
724,41,2,10.8427212539612,41,2,15.4633336393436,41,2,26.6671656229143,146,5,26.5397696913226,142,5,16.1251904627462,142,5,15.1171595441656,2021/12/2 12:25:25
725,150,6,9.73435936751248,150,6,19.7252032473094,150,6,21.7525940698919,119,4,32.3561468748794,133,5,32.2643803812998,167,6,15.3750902508661,2021/12/2 12:25:25
726,138,5,25.2877168380689,138,5,38.6506848324357,138,5,28.8595521558185,118,4,21.1302611167042,106,4,22.1045507261617,167,6,21.7217569939125,2021/12/2 12:25:25
727,169,6,22.0495821210486,169,6,25.1014428474405,169,6,29.4787149066692,168,6,25.2334207181206,160,6,22.8672766088518,137,5,11.2564881401059,2021/12/2 12:25:25
728,149,5,29.8542561522085,149,5,52.7961197922186,149,5,58.0273973325081,155,6,43.0484970617067,124,5,22.3569437558862,161,6,21.37280818017,2021/12/2 12:25:25
729,172,6,57.737054180288,172,6,53.1881373578724,172,6,44.9558025374709,178,6,30.1712243403927,133,5,18.7789017573546,176,6,29.2391847249327,2021/12/2 12:25:25
730,163,6,55.0845392205658,163,6,44.4404226594353,163,6,38.5001301675774,157,6,36.9029095351477,138,5,29.9125635394243,163,6,31.0398808825561,2021/12/2 12:25:25
731,112,4,24.613222749793,112,4,34.9044986569868,112,4,28.5270317552768,151,6,29.7835809736251,158,6,34.6118227836774,143,5,26.3128491556096,2021/12/2 12:25:25
732,151,6,41.26254695425,151,6,41.456852794748,151,6,38.9537202795395,152,6,40.4726352149291,151,6,35.9801542266143,151,6,14.3101312010926,2021/12/2 12:25:25
733,104,4,25.0248610786323,104,4,22.5005020121972,104,4,25.4590749497254,101,4,31.5338480846277,126,5,35.2791409870403,136,5,12.3830232815116,2021/12/2 12:25:25
734,119,4,9.7819887191918,119,4,24.8542178861576,119,4,20.9817594649271,117,4,19.7063698483363,108,4,21.3987643703446,154,6,17.3996423473902,2021/12/2 12:25:25
735,12,1,12.3130665627834,12,1,39.1826708998532,12,1,17.2364922029282,55,2,11.6308095383889,75,3,7.93187672202604,164,6,21.6059933751725,2021/12/2 12:25:25
736,153,6,23.5315281736315,153,6,12.2831661485818,153,6,15.2655803356485,160,6,16.8956722293354,156,6,11.4926887392707,166,6,19.9751239135643,2021/12/2 12:25:25
737,156,6,35.6476493515242,156,6,20.8200554878674,156,6,20.167377821568,155,6,15.1789669938087,134,5,7.34267951406114,170,6,13.5045813224454,2021/12/2 12:25:25
738,116,4,15.6928768353236,116,4,12.8769757298753,116,4,8.01138076066263,172,6,14.520349753962,171,6,16.8594893197455,171,6,14.1867955726338,2021/12/2 12:25:25
739,133,5,13.8142078726297,133,5,8.12261314143905,133,5,11.155491302333,166,6,18.7690914885889,171,6,24.7668171211559,170,6,10.6732728310753,2021/12/2 12:25:25
740,129,5,12.0391701084376,129,5,8.89333064327489,129,5,5.78475436447254,164,6,13.7257956385016,164,6,25.2395146941726,151,6,13.2746527512207,2021/12/2 12:25:25
741,161,6,21.6459376684671,161,6,30.3883983489011,161,6,24.2732111858636,169,6,24.6543558460718,172,6,26.1942166175015,160,6,9.05781958350941,2021/12/2 12:25:25
742,169,6,24.0788029967886,169,6,25.1051712872509,169,6,22.4762948861336,110,4,25.8413666456782,114,4,29.6389980277936,141,5,9.6417196790519,2021/12/2 12:25:25
743,167,6,51.656435985709,167,6,25.2907086650518,167,6,17.4159451608936,171,6,15.9266948032711,165,6,14.5875399747236,171,6,17.7079084018189,2021/12/2 12:25:25
744,159,6,46.7124125582678,159,6,35.2438594116653,159,6,25.3580338275701,157,6,22.86293402989,150,6,19.9931064256544,175,6,21.2173173652334,2021/12/2 12:25:25
745,129,5,42.9346817919513,129,5,32.9159415982934,129,5,34.3620862914252,153,6,32.5462505882077,141,5,27.6462453054365,152,6,27.7212678664111,2021/12/2 12:25:25
746,161,6,26.6003869662576,161,6,24.6761055206316,161,6,30.4704925614898,166,6,31.3076632884457,160,6,30.5577973740815,171,6,18.2338868625481,2021/12/2 12:25:25
747,170,6,31.7586281120048,170,6,32.2319255814782,170,6,38.2927573738111,153,6,37.6668711464288,147,5,34.7075346673137,162,6,30.147784855083,2021/12/2 12:25:26
748,171,6,41.1882294641871,171,6,32.5285686500486,171,6,36.2760461101775,135,5,38.8295321642647,136,5,34.8796976574999,171,6,31.8069299535583,2021/12/2 12:25:26
749,171,6,20.1506026805617,171,6,24.5623522385458,171,6,21.4310238241697,151,6,23.4664798878863,157,6,24.628115673717,161,6,14.6966561402137,2021/12/2 12:25:26
750,142,5,32.2737852281866,142,5,26.8571340375024,142,5,28.1872661338338,153,6,30.7987650567833,158,6,35.1294522794349,170,6,28.1418196031851,2021/12/2 12:25:26
751,126,5,31.6941280364196,126,5,16.0428534376849,126,5,19.7697776537077,151,6,28.9235727599491,145,5,35.8870702555581,169,6,20.2457725454966,2021/12/2 12:25:26
752,154,6,32.0347996969764,154,6,31.1292939204095,154,6,30.7345430608618,148,5,32.2665335546155,174,6,33.2490759582419,155,6,27.9078264931818,2021/12/2 12:25:26
753,144,5,17.1113222602806,144,5,20.8299543221758,144,5,17.4511545907224,166,6,16.4509168503456,152,6,15.7004583195576,150,6,14.1425528450455,2021/12/2 12:25:26
754,131,5,36.9482407849194,131,5,31.6660955909932,131,5,31.473744900123,145,5,28.244149630515,143,5,24.7118270295567,144,5,22.782427894704,2021/12/2 12:25:26
755,130,5,22.7562062462573,130,5,23.0053249831677,130,5,24.5665852592317,148,5,26.5098012037433,158,6,21.4371046675147,169,6,20.086647333194,2021/12/2 12:25:26
756,173,6,29.303881056095,173,6,21.8118261164516,173,6,24.597455863368,164,6,26.0023380338249,171,6,29.02509635421,173,6,25.4276828323531,2021/12/2 12:25:26
757,136,5,28.402437281608,136,5,13.577233153594,136,5,11.3405010156636,153,6,11.4222699829486,132,5,14.4326958106329,172,6,14.0828154677715,2021/12/2 12:25:26
758,161,6,31.1665447672603,161,6,20.9760299955676,161,6,18.6360198412116,147,5,20.8706694231328,145,5,21.1304559403847,164,6,25.376328465891,2021/12/2 12:25:26
759,130,5,27.4185998544063,130,5,18.5917613895229,130,5,19.9283099473414,128,5,22.6046621365465,131,5,24.5557226336823,130,5,22.662728770096,2021/12/2 12:25:26
760,166,6,18.7615436721966,166,6,5.32299065259275,166,6,10.5736990836955,161,6,16.8861910578348,155,6,16.5555531574448,141,5,12.2194221959622,2021/12/2 12:25:26
761,154,6,20.0628382572979,154,6,9.67871409452343,154,6,11.5262527303077,81,3,13.7086677176502,92,4,11.0507188378713,170,6,10.4158479415826,2021/12/2 12:25:26
762,164,6,9.43270333995972,164,6,18.7415467755602,164,6,20.2248676902506,94,4,16.3144499894609,97,4,13.151981545784,171,6,12.1189202245261,2021/12/2 12:25:26
763,114,4,14.575177802231,114,4,14.5515840273297,114,4,15.7611079358044,69,3,17.0124496593723,71,3,18.191087525175,130,5,14.6593146973971,2021/12/2 12:25:26
764,128,5,13.9787413040173,128,5,6.28586900028195,128,5,10.3941063224004,162,6,10.5106485073365,147,5,6.21876293348371,119,4,10.8421789568448,2021/12/2 12:25:26
765,120,5,7.7374660190989,120,5,9.24422407049809,120,5,12.9433498894772,108,4,10.6022166013389,157,6,6.44581086823789,155,6,5.37604704105226,2021/12/2 12:25:26
766,170,6,25.243313091469,170,6,11.5190693545056,170,6,13.5328192306535,104,4,10.4046545624156,144,5,13.74339850934,153,6,14.9645454143021,2021/12/2 12:25:26
767,137,5,15.7025924136697,137,5,5.67920840867369,137,5,10.6271644991935,148,5,12.1666642444755,159,6,20.1462797152755,150,6,7.70315087568847,2021/12/2 12:25:26
768,127,5,5.15260537880223,127,5,7.70221010387394,127,5,9.44405606376232,165,6,11.7730182417309,170,6,17.7276668418284,169,6,7.24451531208978,2021/12/2 12:25:26
769,160,6,9.61536683661002,160,6,13.3036156300258,160,6,8.73354174471135,139,5,9.60610078167153,160,6,13.5732279774439,168,6,8.66171733052885,2021/12/2 12:25:26
770,140,5,18.5232877885078,140,5,20.9893883500465,140,5,18.6555721513062,132,5,12.2310087208541,149,5,12.9527357101843,136,5,12.9774473823566,2021/12/2 12:25:26
771,39,2,11.6641340442061,39,2,10.9707658962207,39,2,8.66875487193744,126,5,4.6173939074429,151,6,8.99967951201144,150,6,6.95718290031852,2021/12/2 12:25:26
772,113,4,10.3715248411593,113,4,3.40179069751885,113,4,3.82205654292463,83,3,6.65744862394193,153,6,5.51045401747599,166,6,7.09069646042118,2021/12/2 12:25:26
773,63,3,1.71974674985125,63,3,11.1013206778276,63,3,10.8902314169876,120,5,3.81197085719453,48,2,3.40545833916337,108,4,4.43605118301283,2021/12/2 12:25:26
774,105,4,1.25572976990861,105,4,7.60252035426508,105,4,9.97434500882774,175,6,11.1810522131124,176,6,12.8898013210763,150,6,3.71192937484862,2021/12/2 12:25:26
775,142,5,8.09939344928651,142,5,19.2825552551691,142,5,24.1564510987609,174,6,30.1930698034417,176,6,32.2187360158413,141,5,6.45546914329221,2021/12/2 12:25:26
776,158,6,8.60367263961172,158,6,16.1716197682612,158,6,19.3943645894916,79,3,24.9257237034042,49,2,28.9772383099723,145,5,9.4978133669906,2021/12/2 12:25:26
777,102,4,4.31202961803436,102,4,12.8311389963067,102,4,6.78176085443134,121,5,4.78401718059515,104,4,7.23503827314565,162,6,4.47880231982431,2021/12/2 12:25:26
778,127,5,6.47757920193896,127,5,10.7184966286266,127,5,7.10159821773955,159,6,4.78067230751705,165,6,4.20833907874415,170,6,5.05036568767438,2021/12/2 12:25:26
779,139,5,7.78537873795715,139,5,11.4139113392018,139,5,11.0012945175417,155,6,12.4120137498181,163,6,13.181871573598,120,5,11.3901109653703,2021/12/2 12:25:26
780,100,4,9.66535340504217,100,4,7.13335586649562,100,4,9.81366337794346,155,6,10.0351851297932,158,6,12.0843915968988,142,5,8.61454895155105,2021/12/2 12:25:26
781,96,4,18.0698743645921,96,4,21.2524514488225,96,4,14.3274466700832,143,5,10.3804978361334,149,5,9.22811878157826,144,5,11.4092804819601,2021/12/2 12:25:26
782,150,6,15.2129108645919,150,6,22.6880894919357,150,6,15.4946822221644,134,5,16.4532958652852,133,5,18.0266685245933,166,6,12.7418620687511,2021/12/2 12:25:26
783,158,6,7.13361800563244,158,6,25.2490365752287,158,6,18.989717187498,161,6,15.5896405743,165,6,14.1752560743948,167,6,9.79605170125986,2021/12/2 12:25:26
784,159,6,9.63383783120889,159,6,19.1142007846739,159,6,13.9416627288006,135,5,11.2951798338504,141,5,10.7992650951743,168,6,11.3138318227412,2021/12/2 12:25:26
785,39,2,4.64550225153124,39,2,9.64754874553332,39,2,10.1176717545515,124,5,13.4980615459537,124,5,13.9568347429555,130,5,11.8286421328118,2021/12/2 12:25:26
786,151,6,9.05497899274396,151,6,11.3255362591241,151,6,6.56000940469417,158,6,11.5628859283038,97,4,10.1070705871422,172,6,15.5010301231866,2021/12/2 12:25:26
787,138,5,9.94157026176291,138,5,7.93757500962868,138,5,5.35227159203334,100,4,6.90936104343112,141,5,7.11826241847468,162,6,12.5980412149817,2021/12/2 12:25:26
788,160,6,15.1051117884299,160,6,13.4364525633398,160,6,13.8657602984148,143,5,11.7961682917443,150,6,11.9086863382228,164,6,11.5553994516975,2021/12/2 12:25:26
789,146,5,12.3752159832103,146,5,11.0777705520471,146,5,14.7002489504976,162,6,15.8234012257037,165,6,17.9096517433837,144,5,8.72303736851756,2021/12/2 12:25:26
790,160,6,10.867226025177,160,6,14.252895319911,160,6,19.210431476924,170,6,18.2906507770047,169,6,18.3305008431731,160,6,7.47423958593633,2021/12/2 12:25:26
791,164,6,7.66902544483517,164,6,8.69002709953271,164,6,11.2842222148459,169,6,13.8963963725928,171,6,18.5272029289989,128,5,5.88953108162424,2021/12/2 12:25:26
792,158,6,12.3364782013159,158,6,10.5790310878397,158,6,17.2123265886582,171,6,22.1249216219364,171,6,27.7297353395522,155,6,5.7925021639726,2021/12/2 12:25:26
793,148,5,9.29981147568226,148,5,4.46843438074419,148,5,16.1053530198785,168,6,21.4175092830782,167,6,23.757121095014,116,4,3.69754744859956,2021/12/2 12:25:26
794,153,6,13.8443631259911,153,6,9.67913321816172,153,6,19.5327460346596,170,6,22.1411427451695,167,6,20.8287631418849,115,4,3.89641076591353,2021/12/2 12:25:26
795,145,5,15.0789093869845,145,5,7.64389664128521,145,5,16.9709603169406,144,5,16.7760460125082,136,5,11.7248512384987,132,5,2.59555660408203,2021/12/2 12:25:26
796,76,3,9.88812621701776,76,3,5.24996226205481,76,3,7.90609994443918,35,2,7.8972818939851,56,2,6.18470959616632,64,3,5.28524206747196,2021/12/2 12:25:26
797,124,5,3.93790527605027,124,5,3.60140257199665,124,5,1.98509945544857,141,5,3.05005669238835,151,6,6.56170146925196,160,6,1.62848940200201,2021/12/2 12:25:26
798,131,5,9.85795396588531,131,5,6.19148001976112,131,5,5.56884444880429,45,2,4.87468440938089,29,1,8.48131874285575,177,6,7.20717160829655,2021/12/2 12:25:26
799,91,4,8.2064569555565,91,4,6.39573103732441,91,4,8.7418434345731,122,5,10.8116076126939,130,5,6.54085832481807,159,6,3.47354289870964,2021/12/2 12:25:26
800,101,4,5.20126382395831,101,4,7.30201777396282,101,4,3.77138294603741,138,5,4.825661343617,119,4,5.60470727256368,136,5,7.38804211165328,2021/12/2 12:25:27
801,115,4,2.21622736620141,115,4,4.99354862398878,115,4,4.53968957477373,133,5,3.29379039636324,155,6,4.18451687728201,176,6,2.93120268589682,2021/12/2 12:25:27
802,116,4,6.03893596680169,116,4,6.55102180814764,116,4,8.9107716101916,152,6,8.32111535695268,152,6,8.2015786571956,154,6,5.61642853651418,2021/12/2 12:25:27
803,145,5,9.53889815116426,145,5,12.1694003570106,145,5,12.4655416600067,153,6,12.9273683238505,141,5,12.9483194916299,161,6,10.0547918147295,2021/12/2 12:25:27
frameIndex,thumb_angle,thumb_angle_interval,thumb_v,index_angle,index_angle_interval,index_v,middle_angle,middle_interval,middle_v,ring_angle,ring_interval,ring_v,pinky_angle,pinky_interval,pinky_v,palm_angle,palm_interval,palm_v,date_now
frameIndex,thumb_angle,thumb_angle_interval,thumb_v,index_angle,index_angle_interval,index_v,middle_angle,middle_interval,middle_v,ring_angle,ring_interval,ring_v,pinky_angle,pinky_interval,pinky_v,palm_angle,palm_interval,palm_v,date_now
0,156,6,22.807422269779,156,6,46.9783903397669,156,6,5.95323742013749,159,6,12.8025467608091,162,6,12.4607423071346,142,5,6.22293595815902,2022/12/9 16:52:51
1,170,6,22.2258624264771,170,6,47.4873816721248,170,6,8.45832544179614,151,6,18.0602885593521,158,6,20.024068337052,164,6,8.31770422644994,2022/12/9 16:52:51
2,166,6,24.3295066722367,166,6,51.2392264018145,166,6,8.55382451121463,173,6,12.2606878251484,169,6,12.6922694102893,169,6,8.65303733460439,2022/12/9 16:52:51
3,169,6,18.5906818070567,169,6,50.6832370062076,169,6,4.68742570944735,160,6,9.57071684332371,160,6,13.1832818033257,174,6,6.19181107721727,2022/12/9 16:52:51
4,171,6,24.0613612058471,171,6,49.9412967034676,171,6,13.1001839168097,169,6,14.763165927012,168,6,14.6283781107321,154,6,9.87531292681408,2022/12/9 16:52:51
5,159,6,19.0471276844673,159,6,47.696912654061,159,6,9.01265142045042,167,6,10.6732130398938,174,6,10.3257439910787,131,5,6.64487438279508,2022/12/9 16:52:51
6,130,5,19.3084948475768,130,5,44.8019014058407,130,5,12.7127509934217,151,6,13.0528053272193,156,6,11.9682246690117,168,6,7.61313034445145,2022/12/9 16:52:51
7,160,6,11.3439248511669,160,6,36.7616402637483,160,6,8.00674617969153,161,6,9.49601984402713,165,6,11.0811251811845,111,4,3.91165422278777,2022/12/9 16:52:51
8,110,4,9.06619556738052,110,4,30.739853377084,110,4,9.34275100303625,153,6,10.7897009093278,156,6,8.63009855392255,52,2,2.9638459992709,2022/12/9 16:52:51
9,161,6,3.12763637172036,161,6,26.902170221958,161,6,13.8829586219875,166,6,15.0877627152262,167,6,13.6525375977301,162,6,3.98175541200046,2022/12/9 16:52:51
10,124,5,5.72392054779246,124,5,23.9381612804029,124,5,14.8196827698347,150,6,14.7581845268084,156,6,16.3906551400352,148,5,7.31693115810629,2022/12/9 16:52:51
11,176,6,8.60207413643077,176,6,17.662390292645,176,6,15.9302815781495,170,6,14.2352057144596,172,6,16.1417416987564,174,6,8.28516401064143,2022/12/9 16:52:51
12,151,6,9.01122576338417,151,6,12.5865740130774,151,6,18.7632727182141,171,6,15.0461128469683,172,6,14.9030686031762,163,6,7.97576028954841,2022/12/9 16:52:51
13,129,5,10.537010401084,129,5,18.8913876896341,129,5,25.9835978700216,157,6,21.3618217462184,148,5,20.0686169991372,108,4,10.5653560625188,2022/12/9 16:52:51
14,145,5,5.8605450419535,145,5,16.7079675644663,145,5,21.616376281739,166,6,17.1254264283533,155,6,11.6737436107128,146,5,4.81502198265814,2022/12/9 16:52:51
15,114,4,8.43473580210149,114,4,15.115333877469,114,4,18.9453350026239,159,6,18.3277439586559,146,5,11.8463642661657,106,4,7.51428550386195,2022/12/9 16:52:51
16,157,6,8.99456634094706,157,6,15.9251614692342,157,6,20.923174060312,169,6,21.801904003299,160,6,15.1028189826618,149,5,7.60310868958744,2022/12/9 16:52:51
17,137,5,7.45674709072378,137,5,16.0514242436093,137,5,16.706047475373,170,6,17.4397794515391,161,6,10.0313078247382,151,6,6.16025006785227,2022/12/9 16:52:51
18,145,5,8.92048822512005,145,5,21.0251754432154,145,5,17.6552336570876,178,6,19.5444751116405,169,6,14.2835021824218,153,6,8.15558623018504,2022/12/9 16:52:51
19,165,6,11.3221402233621,165,6,24.8436361321038,165,6,21.4108780654851,171,6,22.9428430911202,168,6,13.8296594879636,159,6,7.58265240982232,2022/12/9 16:52:51
20,174,6,9.02554814960737,174,6,25.7711788089804,174,6,15.0737908254242,167,6,15.6286359959367,146,5,8.49299604021907,149,5,4.88954697488962,2022/12/9 16:52:51
21,163,6,11.8227534885177,163,6,22.708567709955,163,6,12.8436163882204,164,6,15.2923495497353,144,5,8.54739872697716,129,5,5.70622466869669,2022/12/9 16:52:51
22,146,5,11.2069531584496,146,5,23.9050556445767,146,5,17.9621460066331,154,6,20.2244701879037,119,4,11.9025075171985,101,4,6.11469780767889,2022/12/9 16:52:51
23,172,6,13.7500355933666,172,6,25.2077635292129,172,6,11.8621513347776,171,6,13.4098431017106,169,6,7.96862050171493,162,6,6.97484061835408,2022/12/9 16:52:51
24,169,6,10.319424299082,169,6,22.1828822409909,169,6,10.7377651972423,175,6,12.6916390426826,172,6,6.16576250057537,164,6,4.13894310439988,2022/12/9 16:52:51
25,161,6,11.9308479786358,161,6,21.9785253112252,161,6,9.77454886564877,168,6,12.4375759147095,146,5,6.98671358973365,150,6,5.24482736138442,2022/12/9 16:52:51
26,171,6,8.07030381897155,171,6,19.2007952021836,171,6,4.71777983995591,173,6,7.74668907502418,163,6,6.11653341792765,155,6,3.04916908184295,2022/12/9 16:52:51
27,162,6,7.61993191876873,162,6,20.0311801707932,162,6,5.33380062491913,127,5,7.48823133729458,149,5,5.18164064144553,147,5,3.37628727766774,2022/12/9 16:52:51
28,145,5,10.1638367258919,145,5,20.3218020940685,145,5,10.1238466150614,128,5,9.91633526813231,145,5,12.6350492850146,140,5,9.74469104835472,2022/12/9 16:52:51
29,164,6,5.40875295710128,164,6,13.3806815585815,164,6,3.60643680712854,169,6,6.43191703825282,150,6,4.43857454270221,146,5,3.02384287460245,2022/12/9 16:52:51
30,162,6,7.03701310579301,162,6,11.6856343977483,162,6,2.77317713630548,146,5,5.96898956141253,122,5,4.02651817077762,121,5,4.13774927913475,2022/12/9 16:52:51
31,164,6,4.55481272019014,164,6,11.2032060836617,164,6,5.03432247510112,125,5,6.52466896014458,94,4,2.75375817023843,144,5,2.84452275313921,2022/12/9 16:52:51
32,154,6,11.2214320278162,154,6,10.8711945446808,154,6,4.9209283513267,95,4,5.02575459834937,107,4,3.81127362316281,114,4,5.92581894280645,2022/12/9 16:52:51
33,156,6,10.4472171096338,156,6,14.3327757313918,156,6,2.87485892344,143,5,4.39605533037814,159,6,5.35819008988214,163,6,4.34887111662203,2022/12/9 16:52:51
34,145,5,11.0416135613681,145,5,11.1549707921841,145,5,3.53783725984821,120,5,4.55083946652491,131,5,4.68838641750554,106,4,4.97045293610507,2022/12/9 16:52:51
35,146,5,8.01075617710162,146,5,9.97585644711999,146,5,4.96594214390492,147,5,3.46224250790585,152,6,1.36451453945486,119,4,3.85249025594944,2022/12/9 16:52:51
36,169,6,11.4756204123666,169,6,14.6122746738793,169,6,7.4035833283242,141,5,6.6046139882727,141,5,4.21050397835729,151,6,4.39240484414552,2022/12/9 16:52:51
37,158,6,11.9691568233769,158,6,13.8242905610647,158,6,4.66798319631558,130,5,4.62095217836791,104,4,4.65137156097306,113,4,4.16691543321631,2022/12/9 16:52:51
38,163,6,13.8054189641708,163,6,14.8713182072949,163,6,10.7717425419566,162,6,10.4024132093073,141,5,6.93000158658942,132,5,5.71093619856537,2022/12/9 16:52:51
39,171,6,13.6258271744842,171,6,13.4920552334253,171,6,7.47302644579518,167,6,7.48170048835178,159,6,5.16057241448996,151,6,3.36183316480375,2022/12/9 16:52:51
40,150,6,13.4203182156751,150,6,12.9152395892109,150,6,7.57093114956655,137,5,7.70924643300821,96,4,5.17517753319501,70,3,4.16455589931681,2022/12/9 16:52:51
41,111,4,11.7639689709585,111,4,15.4438867775976,111,4,12.3943154149551,41,2,9.4108349231628,20,1,5.43469031976335,13,1,5.58847168810244,2022/12/9 16:52:51
42,165,6,18.4393965248391,165,6,19.0144583893633,165,6,9.36014465208952,119,4,9.85966920372008,130,5,12.698999993493,129,5,12.3682608460133,2022/12/9 16:52:51
43,127,5,9.82029950521401,127,5,13.8126239083839,127,5,6.83566871459847,175,6,9.53694014082438,168,6,10.7906818039154,170,6,9.74304072968478,2022/12/9 16:52:51
44,172,6,13.4910070992306,172,6,26.4252575969751,172,6,17.6317196811606,177,6,23.4900729630175,173,6,21.6723272286689,175,6,17.3042755363743,2022/12/9 16:52:51
45,170,6,21.3341415736825,170,6,50.9171906341223,170,6,26.404068332992,172,6,37.7049110146783,169,6,31.4425129350608,173,6,24.4319451013526,2022/12/9 16:52:51
46,149,5,29.6075678361677,149,5,100.402223460787,149,5,35.5449933295495,127,5,50.9764259153254,119,4,43.9535544666205,159,6,33.568349299268,2022/12/9 16:52:51
47,149,5,227.347398163532,149,5,142.219823320514,149,5,179.173263124838,168,6,179.725538774548,164,6,188.869170971986,177,6,82.2258925875646,2022/12/9 16:52:51
48,164,6,181.093678927666,164,6,108.119949434149,164,6,134.348493785779,172,6,144.704497096781,167,6,152.991183774501,176,6,86.8690765548469,2022/12/9 16:52:52
49,174,6,189.186302835159,174,6,121.535340357194,174,6,132.272684581142,167,6,142.013224860565,167,6,149.117495639778,176,6,103.19777749243,2022/12/9 16:52:52
50,176,6,201.066320152097,176,6,151.312545871044,176,6,155.993362273275,155,6,172.611735462414,156,6,175.35464763885,175,6,127.603048004801,2022/12/9 16:52:52
51,165,6,195.098427577196,165,6,158.286563527745,165,6,168.231528066777,168,6,216.867306359792,165,6,212.416132249194,174,6,156.456318532313,2022/12/9 16:52:52
52,170,6,177.015756176259,170,6,169.521329580147,170,6,223.875660008437,178,6,294.334209442574,174,6,290.523004106687,174,6,204.532712306152,2022/12/9 16:52:52
53,165,6,224.359781377871,165,6,193.802368996268,165,6,248.161233121525,170,6,333.817776941151,167,6,322.025205458623,177,6,261.114445670874,2022/12/9 16:52:52
54,167,6,344.541535595806,167,6,324.248153866383,167,6,406.542651827179,166,6,457.859705266072,169,6,399.398721289913,171,6,306.981598401531,2022/12/9 16:52:52
55,167,6,347.012946421605,167,6,248.916637648196,167,6,284.709115121521,161,6,394.016537964268,163,6,382.757301998829,171,6,354.192096708919,2022/12/9 16:52:52
56,168,6,407.807094475137,168,6,269.159874691693,168,6,288.059755206994,166,6,354.523023207508,164,6,324.579412657753,174,6,325.098908926265,2022/12/9 16:52:52
57,170,6,505.963185390223,170,6,465.667695618895,170,6,495.141609072013,172,6,514.32015653634,167,6,469.708093726053,174,6,358.604936221874,2022/12/9 16:52:52
58,169,6,705.881650290866,169,6,758.857812778883,169,6,743.064783822471,160,6,723.206968050944,166,6,724.518449947618,173,6,440.218630431472,2022/12/9 16:52:52
59,174,6,681.322772464208,174,6,723.282251036462,174,6,732.231509503188,151,6,853.045584916166,165,6,930.601113645648,172,6,549.787577436783,2022/12/9 16:52:52
60,173,6,653.511562996126,173,6,857.482766842836,173,6,744.029617342884,139,5,720.19629590703,159,6,852.823507258622,173,6,621.230116929213,2022/12/9 16:52:52
61,124,5,529.250484445192,124,5,998.615437517858,124,5,1018.73760087431,150,6,1181.06616249511,163,6,1196.81029705024,173,6,532.80581703227,2022/12/9 16:52:52
62,164,6,1060.43890028173,164,6,1221.44748227179,164,6,970.532165374149,150,6,1092.60584742776,158,6,1487.93972721956,151,6,577.734400781204,2022/12/9 16:52:52
